Applicant_ID,Age,Gender,Marital_Status,Dependents,Education,Employment_Type,Years_of_Employment,Monthly_Income,Loan_Amount,Loan_Term,Interest_Rate,Loan_Purpose,Existing_Loan,Monthly_EMI,Debt_to_Income_Ratio,Credit_Score,Previous_Default,Number_of_Late_Payments,Loan_Status
APP102982,47,Female,Married,2,High School,Salaried,,37700.0,76000,84,18.25,Education,0,1608.51,0.043,498.0,1,6,0
APP102983,25,Male,Married,0,Graduate,Salaried,1.5,18800.0,214000,48,16.19,Debt Consolidation,1,6085.66,0.473,585.0,0,3,0
APP102984,45,Male,Married,1,High School,Salaried,6.3,21300.0,139000,48,15.77,Business,0,3922.94,0.184,591.0,0,2,1
APP102985,23,Male,Married,0,Post Graduate,Salaried,0.2,103600.0,657000,36,14.81,Education,1,22714.04,0.397,538.0,0,2,0
APP102986,53,Male,Single,0,Post Graduate,Self-Employed,1.8,52700.0,767000,36,15.71,Debt Consolidation,0,26855.76,0.51,484.0,0,2,1
APP102987,24,Female,Married,1,Doctorate,Business Owner,0.5,35300.0,134000,24,17.86,Other,0,6680.77,0.189,530.0,0,1,1
APP102988,45,Male,Single,0,High School,Salaried,3.0,87000.0,606000,48,17.26,Wedding,0,17567.78,0.202,564.0,0,0,0
APP102989,40,Female,Married,0,Doctorate,Salaried,2.9,43700.0,605000,24,15.88,Wedding,1,29588.0,0.838,,0,4,0
APP102990,54,Male,Married,0,Post Graduate,Self-Employed,2.2,50100.0,663000,60,14.38,Debt Consolidation,0,15557.78,0.311,615.0,0,0,1
APP102991,46,Male,Widowed,0,High School,Salaried,19.9,20600.0,245000,24,14.94,Home Renovation,0,11872.25,0.576,650.0,0,0,1
APP102992,25,Female,Widowed,2,Graduate,Self-Employed,1.4,24800.0,87000,84,16.22,Debt Consolidation,0,1738.92,0.07,553.0,0,2,0
APP102993,55,Female,Married,0,Post Graduate,Salaried,7.8,90300.0,842000,36,12.56,Medical,0,28192.19,0.312,667.0,0,4,0
APP102994,48,Male,Married,3,Doctorate,Salaried,3.0,64100.0,752000,12,18.34,Other,0,69065.09,1.077,448.0,1,7,0
APP102995,49,Female,Single,2,High School,Salaried,,34000.0,302000,12,18.01,Medical,0,27688.8,0.814,542.0,1,4,0
APP102996,29,Male,Married,2,High School,Salaried,1.1,15300.0,78000,60,18.85,Travel,0,2016.93,0.132,507.0,1,8,0
APP102997,58,Female,Single,0,Graduate,Business Owner,5.0,39100.0,470000,36,15.15,Business,0,16327.25,0.418,610.0,0,2,1
APP102998,26,Female,Single,3,Doctorate,Business Owner,2.0,53200.0,504000,24,16.5,Education,0,24797.99,0.466,541.0,0,3,0
APP102999,39,Female,Married,0,Doctorate,Salaried,8.4,38500.0,223000,24,17.93,Wedding,0,11125.53,0.289,598.0,0,2,1
APP103000,64,Female,Single,0,High School,Self-Employed,17.3,40400.0,542000,12,14.83,Home Renovation,0,48876.54,1.2,591.0,0,2,0
APP103001,31,Male,Single,0,Graduate,Salaried,1.3,30700.0,80000,24,16.12,Debt Consolidation,0,3921.64,0.128,511.0,0,1,1
APP103002,22,Female,Married,3,Post Graduate,Self-Employed,0.7,73400.0,702000,12,15.07,Home Renovation,1,63384.53,1.029,593.0,0,2,0
APP103003,64,Male,Single,0,Post Graduate,Self-Employed,1.9,74500.0,701000,36,15.58,Debt Consolidation,1,24499.97,0.391,582.0,0,1,1
APP103004,64,Male,Single,3,Doctorate,Salaried,3.1,46700.0,399000,36,14.55,Home Renovation,0,13743.7,0.294,,0,0,0
APP103005,29,Male,Single,0,Post Graduate,Salaried,1.8,59200.0,874000,36,18.1,Home Renovation,0,31641.06,0.534,503.0,0,2,0
APP103006,41,Male,Single,3,High School,Salaried,17.6,23100.0,149000,36,14.98,Debt Consolidation,0,5163.67,0.224,,0,0,1
APP103007,44,Female,Single,3,Post Graduate,Salaried,7.6,31800.0,219000,24,17.4,Education,1,10869.99,0.408,520.0,0,2,1
APP103008,54,Male,Married,3,High School,Self-Employed,16.9,18800.0,168000,60,13.88,Education,0,3898.62,0.207,665.0,0,1,1
APP103009,42,Male,Single,1,Post Graduate,Business Owner,2.3,61600.0,797000,24,16.85,Education,1,39348.07,0.781,556.0,0,0,0
APP103010,23,Male,Married,3,Graduate,Self-Employed,1.8,27600.0,231000,36,20.41,Debt Consolidation,0,8633.12,0.313,518.0,1,8,0
APP103011,32,Male,Single,4,Doctorate,Salaried,2.6,115700.0,1338000,24,15.32,Wedding,0,65078.74,0.562,619.0,0,2,1
APP103012,48,Female,Married,0,Doctorate,Salaried,3.7,131000.0,1739000,60,17.01,Home Renovation,0,43227.98,0.33,591.0,1,4,1
APP103013,50,Male,Married,1,High School,Salaried,6.8,36800.0,249000,84,15.07,Debt Consolidation,1,4814.68,0.194,605.0,0,3,1
APP103014,46,Female,Married,2,High School,Self-Employed,10.6,36100.0,512000,24,18.89,Business,0,25781.86,0.714,568.0,1,8,0
APP103015,41,Female,Married,0,Graduate,Salaried,3.1,36700.0,382000,84,17.75,Medical,0,7972.94,0.217,589.0,0,3,1
APP103016,48,Female,Divorced,2,Post Graduate,Salaried,1.7,154700.0,2000000,12,15.25,Medical,0,180752.64,1.168,588.0,0,0,0
APP103017,46,Male,Single,0,Post Graduate,Self-Employed,1.9,138500.0,291000,60,14.54,Business,0,6852.8,0.049,628.0,0,0,1
APP103018,53,Female,Married,1,Doctorate,Salaried,6.0,52500.0,427000,60,12.76,Travel,0,9663.18,0.184,632.0,0,2,1
APP103019,41,Male,Divorced,0,Graduate,Salaried,4.2,32900.0,75000,48,19.41,Education,0,2258.77,0.069,486.0,0,1,1
APP103020,55,Female,Single,0,Graduate,Salaried,3.3,42800.0,302000,24,15.69,Education,1,14742.17,0.411,584.0,0,2,0
APP103021,54,Male,Single,0,High School,Salaried,1.1,16100.0,195000,24,13.79,Other,1,9343.18,0.72,619.0,0,0,0
APP103022,61,Male,Single,3,High School,Salaried,,11800.0,110000,60,13.66,Travel,0,2540.16,0.215,588.0,0,2,1
APP103023,38,Male,Married,0,Graduate,Salaried,,18600.0,168000,12,14.02,Debt Consolidation,0,15085.82,0.811,661.0,0,0,0
APP103024,31,Female,Single,2,Post Graduate,Salaried,0.8,40600.0,198000,36,19.33,Medical,0,7290.97,0.18,505.0,1,3,0
APP103025,43,Male,Single,2,Graduate,Salaried,2.3,22600.0,283000,48,18.89,Travel,0,8445.32,0.374,555.0,1,4,1
APP103026,42,Male,Married,1,Post Graduate,Salaried,3.9,97700.0,1211000,60,15.54,Other,1,29154.0,0.376,606.0,0,0,0
APP103027,37,Male,Married,0,Graduate,Business Owner,3.0,21800.0,93000,24,17.11,Home Renovation,0,4603.05,0.211,518.0,0,1,0
APP103028,25,Female,Single,0,Graduate,Salaried,2.5,18600.0,47000,36,19.06,Home Renovation,1,1724.26,0.271,474.0,1,5,0
APP103029,64,Female,Single,1,Graduate,Salaried,6.3,14500.0,207000,12,15.02,Debt Consolidation,0,18685.42,1.2,652.0,0,0,0
APP103030,31,Male,Married,0,Graduate,Self-Employed,0.3,28900.0,334000,36,15.59,Home Renovation,1,11674.95,0.591,588.0,0,1,0
APP103031,50,Female,Divorced,1,Post Graduate,Salaried,3.2,38700.0,226000,36,13.74,Travel,0,7695.64,0.199,588.0,0,2,1
APP103032,35,Male,Married,4,Graduate,Self-Employed,1.5,38400.0,158000,60,18.09,Travel,0,4019.9,0.105,552.0,1,8,0
APP103033,47,Male,Married,0,Graduate,Salaried,0.4,35700.0,340000,36,16.86,Medical,0,12098.25,0.339,557.0,0,3,0
APP103034,55,Female,Married,1,Post Graduate,Unemployed,0.0,8600.0,116000,48,16.83,Wedding,0,3336.99,0.388,546.0,0,5,0
APP103035,53,Male,Single,4,Doctorate,Unemployed,0.0,8600.0,38000,36,16.28,Debt Consolidation,0,1341.23,0.156,582.0,0,2,0
APP103036,40,Male,Married,3,Graduate,Self-Employed,3.1,49300.0,165000,24,18.16,Home Renovation,0,8250.24,0.167,532.0,0,2,0
APP103037,36,Male,Married,3,Graduate,Self-Employed,0.9,25500.0,65000,12,19.97,Debt Consolidation,0,6020.31,0.236,543.0,1,3,0
APP103038,54,Male,Married,3,High School,Salaried,1.5,,282000,36,15.7,Business,0,9872.57,0.23,546.0,0,1,1
APP103039,22,Male,Married,0,High School,Unemployed,0.0,8000.0,58000,36,17.07,Education,0,2069.88,0.259,452.0,0,0,1
APP103040,55,Male,Widowed,3,High School,Salaried,3.5,20000.0,290000,36,18.98,Home Renovation,1,10627.31,0.643,522.0,1,5,0
APP103041,60,Male,Single,4,Post Graduate,Salaried,18.2,131100.0,751000,36,14.76,Wedding,0,25945.48,0.198,653.0,0,0,1
APP103042,48,Male,Single,1,High School,Salaried,5.8,86300.0,1002000,36,13.7,Home Renovation,1,34100.17,0.447,576.0,0,2,0
APP103043,59,Male,Single,1,Graduate,Salaried,1.6,18400.0,232000,12,16.24,Other,0,21075.92,1.145,545.0,1,1,0
APP103044,26,Male,Married,1,Graduate,Self-Employed,2.4,73100.0,551000,24,14.81,Travel,0,26666.43,0.365,597.0,0,1,1
APP103045,29,Male,Single,0,Post Graduate,Salaried,2.6,105800.0,479000,60,13.2,Home Renovation,0,10947.83,0.103,628.0,0,1,1
APP103046,40,Female,Divorced,0,High School,Self-Employed,0.8,54400.0,471000,36,13.35,Travel,0,15949.37,0.293,678.0,0,3,0
APP103047,21,Male,Single,2,Graduate,Salaried,0.9,35100.0,316000,24,16.04,Wedding,1,15478.38,0.598,574.0,0,1,1
APP103048,28,Female,Single,1,Graduate,Business Owner,0.8,17300.0,201000,12,14.85,Other,1,18127.7,1.193,497.0,0,0,0
APP103049,43,Female,Single,1,Graduate,Self-Employed,3.7,41700.0,197000,36,17.04,Medical,1,7027.51,0.26,612.0,1,5,1
APP103050,23,Female,Divorced,0,Graduate,Self-Employed,2.0,49100.0,577000,48,16.6,Wedding,0,16530.19,0.337,537.0,0,5,0
APP103051,24,Male,Married,2,Graduate,Self-Employed,3.0,45000.0,261000,36,16.93,Wedding,1,9296.27,0.273,521.0,0,2,0
APP103052,45,Male,Divorced,0,High School,Business Owner,19.0,46100.0,148000,48,15.51,Home Renovation,1,4157.31,0.248,640.0,0,0,1
APP103053,58,Male,Widowed,0,Graduate,Salaried,0.7,24200.0,150000,24,16.41,Other,1,7373.89,0.504,611.0,0,0,1
APP103054,35,Female,Married,2,High School,Salaried,14.0,22800.0,86000,12,15.36,Education,0,7776.83,0.341,547.0,0,1,1
APP103055,41,Male,Single,1,Doctorate,Self-Employed,3.1,19300.0,282000,36,15.95,Debt Consolidation,1,9907.32,0.617,555.0,0,2,0
APP103056,55,Female,Single,0,Graduate,Self-Employed,1.2,62300.0,739000,24,13.42,Business,0,35279.37,0.566,592.0,0,0,1
APP103057,34,Female,Single,1,Post Graduate,Salaried,13.0,30100.0,200000,24,18.61,Debt Consolidation,0,10043.87,0.334,535.0,1,3,0
APP103058,56,Male,Married,2,High School,Salaried,3.2,25700.0,193000,48,19.65,Home Renovation,1,5837.13,0.376,491.0,1,5,0
APP103059,32,Male,Single,2,Post Graduate,Salaried,2.1,53600.0,359000,36,19.11,Education,1,13179.49,0.301,495.0,1,1,0
APP103060,37,Female,Single,1,Graduate,Salaried,1.2,27400.0,155000,60,17.65,Business,1,3906.53,0.285,599.0,0,0,1
APP103061,59,Male,Married,0,High School,Business Owner,1.6,21200.0,315000,48,18.31,Business,1,9304.23,0.557,526.0,0,0,0
APP103062,29,Male,Married,2,Post Graduate,Salaried,8.0,53700.0,207000,36,17.31,Medical,0,7412.09,0.138,546.0,0,0,0
APP103063,55,Female,Married,3,Post Graduate,Self-Employed,1.8,21300.0,91000,24,14.61,Wedding,1,4395.44,0.355,560.0,0,1,1
APP103064,33,Male,Married,2,Doctorate,Self-Employed,12.0,93800.0,419000,84,14.11,Business,1,7877.55,0.237,661.0,0,1,1
APP103065,35,Female,Married,2,Post Graduate,Salaried,2.0,65700.0,798000,48,17.12,Debt Consolidation,0,23075.9,0.351,512.0,0,3,0
APP103066,38,Female,Married,1,High School,Salaried,,22100.0,205000,84,18.22,Medical,1,4335.13,0.274,452.0,0,2,1
APP103067,53,Female,Single,2,Graduate,Salaried,1.0,28400.0,101000,36,15.05,Business,0,3503.67,0.123,616.0,0,0,1
APP103068,26,Male,Married,3,Graduate,Self-Employed,2.7,24400.0,141000,24,18.85,Business,0,7097.34,0.291,561.0,1,8,0
APP103069,47,Male,Widowed,2,High School,Salaried,1.4,24000.0,205000,48,20.57,Other,0,6300.65,0.263,496.0,1,7,0
APP103070,43,Male,Single,3,Post Graduate,Salaried,6.0,42700.0,554000,60,15.11,Business,0,13211.63,0.309,550.0,0,2,1
APP103071,47,Male,Married,1,Graduate,Salaried,1.4,31000.0,134000,48,18.69,Debt Consolidation,0,3984.73,0.129,505.0,1,4,0
APP103072,54,Male,Married,3,Post Graduate,Salaried,9.0,97400.0,294000,36,15.11,Travel,0,10207.45,0.105,634.0,0,0,1
APP103073,58,Male,Single,2,Graduate,Salaried,9.0,15100.0,209000,24,14.52,Other,0,10086.11,0.668,607.0,0,0,1
APP103074,34,Male,Divorced,3,Graduate,Salaried,1.7,,187000,48,17.55,Other,1,5449.25,0.428,567.0,1,4,0
APP103075,56,Male,Single,0,High School,Salaried,7.0,41900.0,626000,24,20.67,Travel,1,32066.04,0.838,587.0,1,8,0
APP103076,28,Female,Married,2,High School,Self-Employed,7.0,89300.0,308000,36,15.56,Business,0,10761.58,0.121,601.0,0,3,1
APP103077,55,Male,Married,3,Post Graduate,Salaried,4.5,30600.0,178000,48,17.57,Education,1,5188.84,0.283,530.0,0,1,1
APP103078,39,Male,Married,0,Doctorate,Self-Employed,2.3,106000.0,454000,36,16.16,Medical,1,15997.18,0.253,560.0,0,1,0
APP103079,50,Female,Single,2,Graduate,Self-Employed,2.9,22500.0,291000,36,16.35,Other,0,10281.05,0.457,549.0,0,3,0
APP103080,34,Female,Single,3,Post Graduate,Business Owner,7.7,48600.0,164000,24,14.85,Home Renovation,1,7940.13,0.328,561.0,0,1,1
APP103081,40,Male,Single,0,Graduate,Salaried,1.7,36500.0,436000,60,16.09,Debt Consolidation,1,10623.53,0.457,552.0,0,1,1
APP103082,45,Male,Single,1,Doctorate,Salaried,2.0,41100.0,341000,24,19.83,Business,1,17327.16,0.513,485.0,0,1,0
APP103083,60,Male,Single,1,High School,Business Owner,0.9,29400.0,388000,24,15.99,Debt Consolidation,1,18995.83,0.777,594.0,0,2,1
APP103084,44,Female,Married,1,Graduate,Business Owner,2.5,23000.0,76000,12,18.34,Business,1,6979.98,0.414,496.0,0,2,0
APP103085,34,Female,Married,0,Graduate,Salaried,0.5,50900.0,198000,48,19.02,Education,1,5922.31,0.278,459.0,0,0,1
APP103086,46,Female,Married,0,Graduate,Salaried,1.9,23200.0,304000,60,17.17,Business,1,7583.0,0.455,512.0,0,2,1
APP103087,58,Male,Married,0,Graduate,Business Owner,2.3,32600.0,282000,12,14.53,Debt Consolidation,0,25390.34,0.779,550.0,0,4,0
APP103088,43,Male,Married,0,Graduate,Salaried,1.5,24600.0,148000,24,16.08,Other,0,7252.2,0.295,634.0,0,5,0
APP103089,42,Male,Widowed,0,Graduate,Business Owner,0.5,31500.0,187000,36,17.03,Other,0,6669.85,0.212,523.0,0,2,1
APP103090,39,Female,Single,2,High School,Unemployed,,8000.0,58000,24,16.01,Home Renovation,0,2840.14,0.355,518.0,0,3,1
APP103091,23,Female,Divorced,1,Post Graduate,Salaried,2.0,48700.0,413000,48,15.6,Home Renovation,0,11620.1,0.239,566.0,0,3,0
APP103092,62,Female,Married,2,Post Graduate,Business Owner,10.0,207900.0,561000,12,19.79,Other,0,51911.59,0.25,563.0,1,5,0
APP103093,39,Male,Married,0,Post Graduate,Salaried,2.0,41800.0,109000,36,17.05,Debt Consolidation,0,3888.86,0.093,551.0,0,3,0
APP103094,29,Male,Married,1,Graduate,Self-Employed,1.4,38000.0,334000,36,19.06,Home Renovation,0,12253.25,0.322,534.0,1,1,0
APP103095,48,Male,Married,0,High School,Salaried,1.7,56700.0,331000,12,19.04,Education,0,30510.15,0.538,571.0,1,8,0
APP103096,40,Female,Single,3,Graduate,Salaried,9.9,40600.0,380000,36,15.57,Education,1,13279.14,0.524,598.0,0,2,1
APP103097,65,Female,Single,2,High School,Self-Employed,3.8,30400.0,391000,60,17.16,Home Renovation,1,9751.03,0.487,604.0,0,0,1
APP103098,27,Male,Married,3,Graduate,Salaried,0.7,34000.0,195000,24,19.3,Debt Consolidation,0,9858.13,0.29,502.0,1,2,0
APP103099,34,Male,Widowed,0,High School,Business Owner,6.2,40000.0,412000,60,15.82,Other,0,9979.68,0.249,586.0,0,1,1
APP103100,29,Male,Married,2,Graduate,Salaried,0.8,59100.0,532000,48,15.26,Debt Consolidation,1,14876.17,0.403,523.0,0,1,1
APP103101,39,Male,Single,1,High School,Salaried,0.3,56900.0,306000,24,16.6,Business,0,15070.59,0.265,517.0,0,3,0
APP103102,34,Female,Married,3,High School,Salaried,1.5,48700.0,498000,12,14.87,Other,0,44918.1,0.922,634.0,0,0,1
APP103103,58,Male,Married,1,Doctorate,Business Owner,0.9,91700.0,1316000,36,20.67,Other,0,49357.69,0.538,500.0,1,3,0
APP103104,56,Female,Single,1,Doctorate,Salaried,4.6,64600.0,802000,36,14.24,Business,0,27504.04,0.426,559.0,0,1,0
APP103105,60,Female,Single,0,Graduate,Business Owner,3.3,125800.0,349000,12,14.99,Wedding,1,31498.5,0.366,607.0,0,1,0
APP103106,37,Female,Single,2,High School,Salaried,6.4,22900.0,110000,12,17.32,Home Renovation,0,10049.24,0.439,526.0,1,4,0
APP103107,50,Male,Divorced,0,Post Graduate,Salaried,,66900.0,434000,12,18.89,Home Renovation,0,39973.17,0.598,584.0,1,7,0
APP103108,29,Female,Married,0,Post Graduate,Business Owner,2.7,106200.0,1366000,48,18.07,Business,0,40176.23,0.378,515.0,1,7,0
APP103109,53,Male,Single,0,Post Graduate,Salaried,3.7,79600.0,801000,48,19.9,Medical,1,24332.06,0.373,501.0,1,9,0
APP103110,45,Male,Single,4,Graduate,Salaried,2.9,24800.0,257000,48,18.87,Travel,0,7666.71,0.309,509.0,0,2,1
APP103111,34,Male,Married,0,High School,Business Owner,0.2,148400.0,1366000,48,18.74,Business,1,40656.38,0.371,586.0,1,6,0
APP103112,31,Male,Divorced,3,High School,Self-Employed,5.7,73700.0,353000,24,17.25,Debt Consolidation,0,17495.55,0.237,569.0,0,2,1
APP103113,55,Male,Married,4,Post Graduate,Self-Employed,16.4,88200.0,321000,12,15.98,Business,0,29121.57,0.33,654.0,0,2,1
APP103114,61,Male,Married,4,Post Graduate,Business Owner,2.7,35700.0,164000,12,17.28,Wedding,0,14979.38,0.42,501.0,0,2,0
APP103115,34,Female,Single,3,Graduate,Salaried,2.8,59300.0,516000,24,15.35,Medical,0,25105.0,0.423,538.0,0,2,1
APP103116,50,Male,Married,3,Graduate,Business Owner,0.2,14300.0,164000,36,18.58,Business,0,5976.82,0.418,,0,1,0
APP103117,61,Female,Single,0,Graduate,Self-Employed,11.1,35600.0,519000,60,17.16,Debt Consolidation,0,12943.18,0.364,546.0,0,4,0
APP103118,24,Female,Married,0,Post Graduate,Self-Employed,3.0,54800.0,816000,36,19.22,Wedding,1,30002.15,0.632,564.0,1,8,0
APP103119,24,Male,Married,2,Post Graduate,Salaried,3.0,37700.0,107000,36,19.0,Wedding,0,3922.19,0.104,536.0,1,10,0
APP103120,48,Female,Married,1,Graduate,Business Owner,0.6,100200.0,2214690,36,15.85,Home Renovation,1,52133.37,0.705,600.0,0,2,0
APP103121,28,Male,Married,0,High School,Self-Employed,7.0,33700.0,226000,48,15.73,Debt Consolidation,0,6373.7,0.189,573.0,1,3,0
APP103122,22,Male,Married,2,Graduate,Salaried,0.1,22500.0,336000,12,22.52,Debt Consolidation,0,31531.86,1.2,442.0,1,5,0
APP103123,61,Male,Single,1,Post Graduate,Self-Employed,2.9,75700.0,845000,36,15.53,Debt Consolidation,0,29511.99,0.39,650.0,0,3,1
APP103124,42,Female,Married,3,Post Graduate,Salaried,3.5,57600.0,712000,60,20.16,Travel,0,18927.09,0.329,472.0,1,6,0
APP103125,61,Male,Married,2,High School,Self-Employed,9.0,13300.0,174000,60,19.48,Home Renovation,1,4559.74,0.494,489.0,1,4,1
APP103126,36,Female,Single,1,High School,Unemployed,0.0,14200.0,59000,48,18.73,Debt Consolidation,1,1755.71,0.278,518.0,1,4,0
APP103127,49,Male,Divorced,1,Graduate,Salaried,6.9,38200.0,291000,36,16.64,Business,0,10322.88,0.27,,0,3,1
APP103128,50,Female,Married,1,Graduate,Unemployed,0.0,14900.0,81000,24,16.86,Education,1,3999.38,0.459,517.0,0,7,0
APP103129,32,Male,Married,4,Graduate,Salaried,8.0,44600.0,152000,12,14.2,Travel,0,13661.95,0.306,547.0,0,1,1
APP103130,55,Female,Married,0,Graduate,Salaried,10.1,30700.0,139000,36,17.35,Medical,1,4979.98,0.27,576.0,1,7,0
APP103131,31,Female,Divorced,1,Post Graduate,Salaried,3.2,58400.0,169000,60,15.23,Debt Consolidation,0,4040.93,0.069,587.0,0,1,0
APP103132,41,Female,Married,2,Post Graduate,Salaried,7.6,44900.0,315000,24,17.23,Business,1,15609.15,0.518,524.0,0,2,1
APP103133,41,Female,Divorced,1,Graduate,Self-Employed,0.4,46200.0,223000,36,19.73,Debt Consolidation,0,8256.83,0.179,504.0,1,7,0
APP103134,25,Female,,0,Graduate,Business Owner,2.9,61300.0,487000,24,,Debt Consolidation,1,24520.61,,522.0,1,4,0
APP103135,40,Male,Single,0,High School,Salaried,0.2,31300.0,237000,36,12.96,Business,0,7980.9,0.255,603.0,0,3,0
APP103136,57,Male,Married,0,Post Graduate,Salaried,12.3,59600.0,588000,12,14.95,Other,0,53058.02,0.89,621.0,0,2,0
APP103137,23,Male,Married,0,Post Graduate,Self-Employed,2.0,43100.0,623000,48,15.25,Debt Consolidation,1,17417.61,0.541,574.0,0,0,0
APP103138,64,Male,Married,3,Graduate,Self-Employed,0.4,30000.0,432000,12,13.51,Medical,0,38688.51,1.2,627.0,0,0,0
APP103139,53,Male,Single,1,High School,Unemployed,0.0,10700.0,144000,84,16.21,Home Renovation,0,2877.39,0.269,558.0,0,2,0
APP103140,29,Male,Married,0,High School,Salaried,3.8,60000.0,334000,36,16.23,Business,0,11780.41,0.196,572.0,0,1,1
APP103141,29,Male,Married,1,Graduate,Business Owner,2.0,35000.0,473000,24,16.26,Debt Consolidation,0,23218.36,0.663,616.0,0,1,0
APP103142,24,Female,Married,0,High School,Salaried,2.1,34000.0,96000,36,15.69,Medical,0,3360.4,0.099,499.0,0,1,1
APP103143,55,Male,Widowed,3,Graduate,Salaried,3.0,18000.0,189000,60,15.46,Medical,0,4542.06,0.252,534.0,0,0,1
APP103144,37,Female,Married,1,Graduate,Unemployed,0.0,22400.0,234000,60,16.95,Home Renovation,1,5809.21,0.441,585.0,0,1,1
APP103145,54,Male,Single,4,Graduate,Salaried,,64400.0,221000,60,17.57,Wedding,1,5560.38,0.15,471.0,0,2,1
APP103146,44,Female,Single,0,Post Graduate,Self-Employed,1.0,38800.0,369000,12,19.66,Home Renovation,1,34122.12,1.038,517.0,1,5,0
APP103147,52,Female,Single,3,Graduate,Self-Employed,4.3,33500.0,125000,24,16.88,Education,0,6173.08,0.184,599.0,0,1,1
APP103148,21,Male,Married,0,Post Graduate,Salaried,0.1,86400.0,1250000,12,15.33,Medical,0,113017.63,1.2,564.0,0,4,0
APP103149,28,Male,Single,0,High School,Self-Employed,4.6,34900.0,283000,12,14.42,Debt Consolidation,1,25465.71,0.801,576.0,0,1,1
APP103150,65,Male,Single,0,High School,Self-Employed,1.9,43900.0,550000,24,19.9,Home Renovation,0,27965.83,0.637,483.0,1,6,0
APP103151,43,Male,Divorced,2,Graduate,Salaried,8.9,22200.0,187000,12,16.81,Education,0,17038.43,0.767,525.0,0,0,0
APP103152,60,Female,Married,0,Graduate,Self-Employed,4.6,53300.0,237000,24,15.88,Home Renovation,0,11590.67,0.217,609.0,0,4,1
APP103153,32,Female,Single,1,High School,Business Owner,6.2,33700.0,119000,36,17.76,Home Renovation,0,4287.82,0.127,519.0,0,1,1
APP103154,32,Male,Single,2,Graduate,Salaried,0.6,42200.0,273000,24,16.31,Home Renovation,1,13407.4,0.419,585.0,0,1,1
APP103155,35,Male,Divorced,0,Graduate,Unemployed,0.0,8000.0,114000,36,18.37,Education,0,4142.56,0.518,519.0,0,3,0
APP103156,61,Male,Divorced,0,Post Graduate,Salaried,1.5,42500.0,107000,60,18.89,Business,1,2769.17,0.166,513.0,0,1,0
APP103157,39,Male,Single,3,Graduate,Salaried,18.0,38300.0,245000,60,15.0,Wedding,1,5828.53,0.243,617.0,0,2,1
APP103158,46,Female,Married,1,Graduate,Self-Employed,2.8,29800.0,259000,84,15.14,Home Renovation,0,5018.22,0.168,587.0,0,2,1
APP103159,49,Male,Married,3,Post Graduate,Salaried,2.2,146800.0,1272000,48,18.47,Education,0,37678.12,0.257,609.0,1,5,1
APP103160,42,Male,Married,1,Post Graduate,Business Owner,10.4,34800.0,169000,60,15.72,Other,0,4084.65,0.117,602.0,0,2,0
APP103161,60,Male,Married,1,Graduate,Business Owner,0.2,58300.0,420000,48,19.76,Travel,1,12727.11,0.36,491.0,1,12,0
APP103162,41,Male,Married,0,Graduate,Business Owner,3.8,52800.0,147000,24,17.52,Other,1,7304.8,0.304,669.0,0,1,1
APP103163,58,Female,Divorced,3,Graduate,Self-Employed,1.2,58400.0,710000,60,14.83,Other,1,16827.56,0.373,698.0,0,2,0
APP103164,40,Male,Single,3,High School,Business Owner,2.3,10400.0,147000,24,14.8,Education,0,7113.58,0.684,586.0,0,1,0
APP103165,49,Female,Single,4,High School,Self-Employed,1.1,13700.0,119000,48,20.14,Debt Consolidation,1,3630.1,0.389,,1,7,0
APP103166,24,Female,Married,1,Graduate,Salaried,0.2,27600.0,326000,24,16.36,Business,0,16018.11,0.58,514.0,0,2,0
APP103167,27,Male,Married,2,Post Graduate,Business Owner,2.7,93500.0,929000,12,19.99,Medical,1,86053.01,1.047,554.0,1,6,0
APP103168,48,Male,Divorced,1,Graduate,Salaried,7.8,31800.0,186000,24,15.72,Wedding,0,9082.27,0.286,606.0,0,5,0
APP103169,48,Female,Single,1,High School,Salaried,15.2,24900.0,306000,24,14.02,Home Renovation,1,14694.83,0.654,635.0,0,3,0
APP103170,24,Female,Married,3,High School,Salaried,3.0,29300.0,233000,36,16.7,Wedding,1,8272.34,0.375,513.0,1,3,0
APP103171,42,Female,Single,0,Graduate,Business Owner,2.5,29800.0,420000,12,17.44,Home Renovation,1,38393.75,1.2,549.0,0,2,0
APP103172,32,Male,Married,0,Graduate,Salaried,7.3,45900.0,453000,36,15.81,Business,1,15883.68,0.514,627.0,0,3,0
APP103173,65,Female,Single,0,Graduate,Salaried,3.5,40000.0,253000,48,15.22,Debt Consolidation,0,7069.43,0.177,567.0,0,1,1
APP103174,23,Male,Married,2,Graduate,Salaried,2.0,46700.0,629000,48,16.58,Debt Consolidation,1,18013.43,0.466,555.0,0,2,0
APP103175,42,Female,Married,1,Post Graduate,Salaried,1.0,100800.0,1012000,60,14.91,Medical,1,24027.63,0.375,638.0,0,2,1
APP103176,64,Female,Married,1,Graduate,Salaried,8.0,32400.0,229000,84,14.54,Debt Consolidation,1,4360.06,0.288,634.0,0,2,0
APP103177,22,Male,Single,4,Graduate,Self-Employed,1.0,42200.0,476000,84,16.37,Debt Consolidation,0,9554.93,0.226,580.0,0,1,0
APP103178,44,Female,Married,1,Post Graduate,Salaried,16.6,28800.0,379000,36,18.53,Education,1,13802.73,0.654,544.0,0,0,0
